counseling_authority,college_name,type,exam,minority,university,quota,course,category,round,cutoff,year,seat,fee
Uttar Pradesh,Test,,NEET-UG,Sikh,CU,Management Quota - All Domicile Candidates,,General,round 8,18512,2025,200,100000
Uttar Pradesh,Test,,NEET-UG,Sikh,CU,Management Quota - All Domicile Candidates,,General,round 1,15132,2024,500,15000
Uttar Pradesh,Test,,NEET-UG,Sikh,CU,Management Quota - All Domicile Candidates,,General,round 2,9994,2024,500,15000
Uttar Pradesh,Test,,NEET-UG,Sikh,CU,Management Quota - All Domicile Candidates,,General,round 3,9935,2024,500,15000
Uttar Pradesh,Test,,NEET-UG,Sikh,CU,Management Quota - All Domicile Candidates,,General,round 4,33657,2024,500,15000
Uttar Pradesh,Test,,NEET-UG,Sikh,CU,Management Quota - All Domicile Candidates,,General,round 5,19829,2024,500,15000
Uttar Pradesh,Test,,NEET-UG,Sikh,CU,Management Quota - All Domicile Candidates,,General,round 6,25034,2024,500,15000
Uttar Pradesh,Test,,NEET-UG,Sikh,CU,Management Quota - All Domicile Candidates,,General,round 7,1548,2024,500,15000
Uttar Pradesh,Test,,NEET-UG,Sikh,CU,Management Quota - All Domicile Candidates,,General,round 8,32087,2024,500,15000
Uttar Pradesh,Test,,NEET-UG,Sikh,CU,Management Quota - All Domicile Candidates,,General,round 1,33265,2025,200,100000
Uttar Pradesh,Test,,NEET-UG,Sikh,CU,Management Quota - All Domicile Candidates,,General,round 2,18864,2025,200,100000
Uttar Pradesh,Test,,NEET-UG,Sikh,CU,Management Quota - All Domicile Candidates,,General,round 3,18103,2025,200,100000
Uttar Pradesh,Test,,NEET-UG,Sikh,CU,Management Quota - All Domicile Candidates,,General,round 4,136,2025,200,100000
Uttar Pradesh,Test,,NEET-UG,Sikh,CU,Management Quota - All Domicile Candidates,,General,round 5,9046,2025,200,100000
Uttar Pradesh,Test,,NEET-UG,Sikh,CU,Management Quota - All Domicile Candidates,,General,round 6,13675,2025,200,100000
Uttar Pradesh,Test,,NEET-UG,Sikh,CU,Management Quota - All Domicile Candidates,,General,round 7,9130,2025,200,100000
Uttar Pradesh,Test,,NEET-UG,Sikh,CU,Management Quota - All Domicile Candidates,,General,round 8,34218,2025,200,100000
Uttar Pradesh,Test,,NEET-UG,Sikh,CU,Management Quota - All Domicile Candidates,,General,round 1,27586,2025,20000,100000
Uttar Pradesh,Test,,NEET-UG,Sikh,CU,Management Quota - All Domicile Candidates,,General,round 2,20703,2025,20000,100000
Uttar Pradesh,Test,,NEET-UG,Sikh,CU,Management Quota - All Domicile Candidates,,General,round 3,8441,2025,20000,100000
Uttar Pradesh,Test,,NEET-UG,Sikh,CU,Management Quota - All Domicile Candidates,,General,round 4,11521,2025,20000,100000
Uttar Pradesh,Test,,NEET-UG,Sikh,CU,Management Quota - All Domicile Candidates,,General,round 5,12099,2025,20000,100000
Uttar Pradesh,Test,,NEET-UG,Sikh,CU,Management Quota - All Domicile Candidates,,General,round 6,39798,2025,20000,100000
Uttar Pradesh,Test,,NEET-UG,Sikh,CU,Management Quota - All Domicile Candidates,,General,round 7,21048,2025,20000,100000
Uttar Pradesh,Test,,NEET-UG,Sikh,CU,Management Quota - All Domicile Candidates,,General,round 8,23861,2025,20000,100000
West Bengal,"Kusum Devi Dental College, Kolkata",,NEET-MDS,None,KUHS,Government Quota,MDS - Endodontics,UR,round 1,23425,2024,,300000
West Bengal,"Kusum Devi Dental College, Kolkata",,NEET-MDS,None,KUHS,Government Quota,MDS - Endodontics,UR,round 2,31239,2024,,300000
West Bengal,"Kusum Devi Dental College, Kolkata",,NEET-MDS,None,KUHS,Government Quota,MDS - Endodontics,UR,round 3,797,2024,,300000
West Bengal,"Kusum Devi Dental College, Kolkata",,NEET-MDS,None,KUHS,Government Quota,MDS - Endodontics,UR,round 4,141,2024,,300000
West Bengal,"Kusum Devi Dental College, Kolkata",,NEET-MDS,None,KUHS,Government Quota,MDS - Endodontics,Management Quota,round 1,7324,2024,,900000
West Bengal,"Kusum Devi Dental College, Kolkata",,NEET-MDS,None,KUHS,Government Quota,MDS - Endodontics,Management Quota,round 2,14957,2024,,900000
West Bengal,"Kusum Devi Dental College, Kolkata",,NEET-MDS,None,KUHS,Government Quota,MDS - Endodontics,Management Quota,round 3,11552,2024,,900000
West Bengal,"Kusum Devi Dental College, Kolkata",,NEET-MDS,None,KUHS,Government Quota,MDS - Endodontics,Management Quota,round 4,2403,2024,,900000
West Bengal,"Kusum Devi Dental College, Kolkata",,NEET-MDS,None,KUHS,Government Quota,MDS - Orthodontics,UR,round 1,544,2024,,300000
West Bengal,"Kusum Devi Dental College, Kolkata",,NEET-MDS,None,KUHS,Government Quota,MDS - Orthodontics,UR,round 2,14414,2024,,300000
West Bengal,"Kusum Devi Dental College, Kolkata",,NEET-MDS,None,KUHS,Government Quota,MDS - Orthodontics,UR,round 3,30676,2024,,300000
West Bengal,"Kusum Devi Dental College, Kolkata",,NEET-MDS,None,KUHS,Government Quota,MDS - Orthodontics,UR,round 4,36818,2024,,300000
West Bengal,"Kusum Devi Dental College, Kolkata",,NEET-MDS,None,KUHS,Government Quota,MDS - Orthodontics,Management Quota,round 1,21031,2024,,900000
West Bengal,"Kusum Devi Dental College, Kolkata",,NEET-MDS,None,KUHS,Government Quota,MDS - Orthodontics,Management Quota,round 2,22262,2024,,900000
West Bengal,"Kusum Devi Dental College, Kolkata",,NEET-MDS,None,KUHS,Government Quota,MDS - Orthodontics,Management Quota,round 3,33543,2024,,900000
West Bengal,"Kusum Devi Dental College, Kolkata",,NEET-MDS,None,KUHS,Government Quota,MDS - Orthodontics,Management Quota,round 4,18225,2024,,900000
West Bengal,"Kusum Devi Dental College, Kolkata",,NEET-MDS,None,KUHS,Government Quota,MDS - Periodontics,UR,round 1,12983,2024,,300000
West Bengal,"Kusum Devi Dental College, Kolkata",,NEET-MDS,None,KUHS,Government Quota,MDS - Periodontics,UR,round 2,9177,2024,,300000
West Bengal,"Kusum Devi Dental College, Kolkata",,NEET-MDS,None,KUHS,Government Quota,MDS - Periodontics,UR,round 3,16180,2024,,300000
West Bengal,"Kusum Devi Dental College, Kolkata",,NEET-MDS,None,KUHS,Government Quota,MDS - Periodontics,UR,round 4,6661,2024,,300000
West Bengal,"Kusum Devi Dental College, Kolkata",,NEET-MDS,None,KUHS,Government Quota,MDS - Periodontics,Management Quota,round 1,28707,2024,,900000
West Bengal,"Kusum Devi Dental College, Kolkata",,NEET-MDS,None,KUHS,Government Quota,MDS - Periodontics,Management Quota,round 2,555,2024,,900000
West Bengal,"Kusum Devi Dental College, Kolkata",,NEET-MDS,None,KUHS,Government Quota,MDS - Periodontics,Management Quota,round 3,31284,2024,,900000
West Bengal,"Kusum Devi Dental College, Kolkata",,NEET-MDS,None,KUHS,Government Quota,MDS - Periodontics,Management Quota,round 4,15505,2024,,900000
West Bengal,"Kusum Devi Dental College, Kolkata",,NEET-MDS,None,KUHS,Government Quota,MDS - Prosthodontics,Other Backward Class A,round 1,10618,2024,,300000
West Bengal,"Kusum Devi Dental College, Kolkata",,NEET-MDS,None,KUHS,Government Quota,MDS - Prosthodontics,Other Backward Class A,round 2,38443,2024,,300000
West Bengal,"Kusum Devi Dental College, Kolkata",,NEET-MDS,None,KUHS,Government Quota,MDS - Prosthodontics,Other Backward Class A,round 3,9800,2024,,300000
West Bengal,"Kusum Devi Dental College, Kolkata",,NEET-MDS,None,KUHS,Government Quota,MDS - Prosthodontics,Other Backward Class A,round 4,16536,2024,,300000
West Bengal,"Kusum Devi Dental College, Kolkata",,NEET-MDS,None,KUHS,Government Quota,MDS - Prosthodontics,Management Quota,round 1,6750,2024,,900000
West Bengal,"Kusum Devi Dental College, Kolkata",,NEET-MDS,None,KUHS,Government Quota,MDS - Prosthodontics,Management Quota,round 2,23860,2024,,900000
West Bengal,"Kusum Devi Dental College, Kolkata",,NEET-MDS,None,KUHS,Government Quota,MDS - Prosthodontics,Management Quota,round 3,21341,2024,,900000
West Bengal,"Kusum Devi Dental College, Kolkata",,NEET-MDS,None,KUHS,Government Quota,MDS - Prosthodontics,Management Quota,round 4,34211,2024,,900000
West Bengal,"Kusum Devi Dental College, Kolkata",,NEET-MDS,None,KUHS,Government Quota,MDS - Prosthodontics,Management Quota,round 5,32737,2024,,900000
West Bengal,"Kusum Devi Dental College, Kolkata",,NEET-MDS,None,KUHS,Government Quota,MDS - Oral Pathology,Scheduled Caste,round 1,26050,2024,,300000
West Bengal,"Kusum Devi Dental College, Kolkata",,NEET-MDS,None,KUHS,Government Quota,MDS - Oral Pathology,Scheduled Caste,round 2,1853,2024,,300000
West Bengal,"Kusum Devi Dental College, Kolkata",,NEET-MDS,None,KUHS,Government Quota,MDS - Oral Pathology,Scheduled Caste,round 3,3812,2024,,300000
West Bengal,"Kusum Devi Dental College, Kolkata",,NEET-MDS,None,KUHS,Government Quota,MDS - Oral Pathology,Scheduled Caste,round 4,8159,2024,,300000
West Bengal,"Kusum Devi Dental College, Kolkata",,NEET-MDS,None,KUHS,Government Quota,MDS - Oral Pathology,Management Quota,round 1,16346,2024,,600000
West Bengal,"Kusum Devi Dental College, Kolkata",,NEET-MDS,None,KUHS,Government Quota,MDS - Oral Pathology,Management Quota,round 2,19299,2024,,600000
West Bengal,"Kusum Devi Dental College, Kolkata",,NEET-MDS,None,KUHS,Government Quota,MDS - Oral Pathology,Management Quota,round 3,794,2024,,600000
West Bengal,"Kusum Devi Dental College, Kolkata",,NEET-MDS,None,KUHS,Government Quota,MDS - Oral Pathology,Management Quota,round 4,6013,2024,,600000
West Bengal,"Kusum Devi Dental College, Kolkata",,NEET-MDS,None,KUHS,Government Quota,MDS - Pedodontics,Scheduled Caste,round 1,22590,2024,,300000
West Bengal,"Kusum Devi Dental College, Kolkata",,NEET-MDS,None,KUHS,Government Quota,MDS - Pedodontics,Scheduled Caste,round 2,18978,2024,,300000
West Bengal,"Kusum Devi Dental College, Kolkata",,NEET-MDS,None,KUHS,Government Quota,MDS - Pedodontics,Scheduled Caste,round 3,30322,2024,,300000
West Bengal,"Kusum Devi Dental College, Kolkata",,NEET-MDS,None,KUHS,Government Quota,MDS - Pedodontics,Scheduled Caste,round 4,22042,2024,,300000
West Bengal,"Kusum Devi Dental College, Kolkata",,NEET-MDS,None,KUHS,Government Quota,MDS - Pedodontics,Management Quota,round 1,39077,2024,,900000
West Bengal,"Kusum Devi Dental College, Kolkata",,NEET-MDS,None,KUHS,Government Quota,MDS - Pedodontics,Management Quota,round 2,943,2024,,900000
West Bengal,"Kusum Devi Dental College, Kolkata",,NEET-MDS,None,KUHS,Government Quota,MDS - Pedodontics,Management Quota,round 3,35223,2024,,900000
West Bengal,"Kusum Devi Dental College, Kolkata",,NEET-MDS,None,KUHS,Government Quota,MDS - Pedodontics,Management Quota,round 4,6329,2024,,900000
West Bengal,"Kusum Devi Dental College, Kolkata",,NEET-MDS,None,KUHS,Government Quota,MDS - Oral Surgery,Management Quota,round 1,12940,2024,,900000
West Bengal,"Kusum Devi Dental College, Kolkata",,NEET-MDS,None,KUHS,Government Quota,MDS - Oral Surgery,Management Quota,round 2,2771,2024,,900000
West Bengal,"Kusum Devi Dental College, Kolkata",,NEET-MDS,None,KUHS,Government Quota,MDS - Oral Surgery,Management Quota,round 3,38140,2024,,900000
West Bengal,"Kusum Devi Dental College, Kolkata",,NEET-MDS,None,KUHS,Government Quota,MDS - Oral Surgery,Management Quota,round 4,26885,2024,,900000
West Bengal,"Haldia Dental College, Haldia",,NEET-MDS,None,KUHS,Government Quota,MDS - Endodontics,UR,round 1,28487,2024,,300000
West Bengal,"Haldia Dental College, Haldia",,NEET-MDS,None,KUHS,Government Quota,MDS - Endodontics,UR,round 2,18806,2024,,300000
West Bengal,"Haldia Dental College, Haldia",,NEET-MDS,None,KUHS,Government Quota,MDS - Endodontics,UR,round 3,28558,2024,,300000
West Bengal,"Haldia Dental College, Haldia",,NEET-MDS,None,KUHS,Government Quota,MDS - Endodontics,UR,round 4,7850,2024,,300000
West Bengal,"Haldia Dental College, Haldia",,NEET-MDS,None,KUHS,Government Quota,MDS - Endodontics,Management Quota,round 1,18031,2024,,900000
West Bengal,"Haldia Dental College, Haldia",,NEET-MDS,None,KUHS,Government Quota,MDS - Endodontics,Management Quota,round 2,14459,2024,,900000
West Bengal,"Haldia Dental College, Haldia",,NEET-MDS,None,KUHS,Government Quota,MDS - Endodontics,Management Quota,round 3,39728,2024,,900000
West Bengal,"Haldia Dental College, Haldia",,NEET-MDS,None,KUHS,Government Quota,MDS - Endodontics,Management Quota,round 4,35075,2024,,900000
West Bengal,"Haldia Dental College, Haldia",,NEET-MDS,None,KUHS,Government Quota,MDS - Oral Medicine & Radiology,UR,round 1,21305,2024,,300000
West Bengal,"Haldia Dental College, Haldia",,NEET-MDS,None,KUHS,Government Quota,MDS - Oral Medicine & Radiology,UR,round 2,20247,2024,,300000
West Bengal,"Haldia Dental College, Haldia",,NEET-MDS,None,KUHS,Government Quota,MDS - Oral Medicine & Radiology,UR,round 3,24015,2024,,300000
West Bengal,"Haldia Dental College, Haldia",,NEET-MDS,None,KUHS,Government Quota,MDS - Oral Medicine & Radiology,UR,round 4,1590,2024,,300000
West Bengal,"Haldia Dental College, Haldia",,NEET-MDS,None,KUHS,Government Quota,MDS - Oral Medicine & Radiology,UR,round 5,38142,2024,,300000
West Bengal,"Haldia Dental College, Haldia",,NEET-MDS,None,KUHS,Government Quota,MDS - Oral Medicine & Radiology,Management Quota,round 1,22475,2024,,900000
West Bengal,"Haldia Dental College, Haldia",,NEET-MDS,None,KUHS,Government Quota,MDS - Oral Medicine & Radiology,Management Quota,round 2,12371,2024,,900000
West Bengal,"Haldia Dental College, Haldia",,NEET-MDS,None,KUHS,Government Quota,MDS - Oral Medicine & Radiology,Management Quota,round 3,22800,2024,,900000
West Bengal,"Haldia Dental College, Haldia",,NEET-MDS,None,KUHS,Government Quota,MDS - Oral Medicine & Radiology,Management Quota,round 4,20648,2024,,900000
West Bengal,"Haldia Dental College, Haldia",,NEET-MDS,None,KUHS,Government Quota,MDS - Oral Surgery,UR,round 1,3482,2024,,300000
West Bengal,"Haldia Dental College, Haldia",,NEET-MDS,None,KUHS,Government Quota,MDS - Oral Surgery,UR,round 2,4343,2024,,300000
West Bengal,"Haldia Dental College, Haldia",,NEET-MDS,None,KUHS,Government Quota,MDS - Oral Surgery,UR,round 3,18570,2024,,300000
West Bengal,"Haldia Dental College, Haldia",,NEET-MDS,None,KUHS,Government Quota,MDS - Oral Surgery,UR,round 4,35117,2024,,300000
West Bengal,"Haldia Dental College, Haldia",,NEET-MDS,None,KUHS,Government Quota,MDS - Oral Surgery,Other Backward Class A,round 1,14017,2024,,300000
West Bengal,"Haldia Dental College, Haldia",,NEET-MDS,None,KUHS,Government Quota,MDS - Oral Surgery,Other Backward Class A,round 2,24035,2024,,300000
West Bengal,"Haldia Dental College, Haldia",,NEET-MDS,None,KUHS,Government Quota,MDS - Oral Surgery,Other Backward Class A,round 3,33084,2024,,300000
West Bengal,"Haldia Dental College, Haldia",,NEET-MDS,None,KUHS,Government Quota,MDS - Oral Surgery,Other Backward Class A,round 4,2350,2024,,300000
West Bengal,"Haldia Dental College, Haldia",,NEET-MDS,None,KUHS,Government Quota,MDS - Oral Surgery,Other Backward Class A,round 5,20557,2024,,300000
West Bengal,"Haldia Dental College, Haldia",,NEET-MDS,None,KUHS,Government Quota,MDS - Oral Surgery,Management Quota,round 1,33639,2024,,900000
West Bengal,"Haldia Dental College, Haldia",,NEET-MDS,None,KUHS,Government Quota,MDS - Oral Surgery,Management Quota,round 2,23108,2024,,900000
West Bengal,"Haldia Dental College, Haldia",,NEET-MDS,None,KUHS,Government Quota,MDS - Oral Surgery,Management Quota,round 3,31002,2024,,900000
West Bengal,"Haldia Dental College, Haldia",,NEET-MDS,None,KUHS,Government Quota,MDS - Oral Surgery,Management Quota,round 4,37471,2024,,900000
West Bengal,"Haldia Dental College, Haldia",,NEET-MDS,None,KUHS,Government Quota,MDS - Pedodontics,UR,round 1,18473,2024,,300000
West Bengal,"Haldia Dental College, Haldia",,NEET-MDS,None,KUHS,Government Quota,MDS - Pedodontics,UR,round 2,9282,2024,,300000
West Bengal,"Haldia Dental College, Haldia",,NEET-MDS,None,KUHS,Government Quota,MDS - Pedodontics,UR,round 3,12572,2024,,300000
West Bengal,"Haldia Dental College, Haldia",,NEET-MDS,None,KUHS,Government Quota,MDS - Pedodontics,UR,round 4,35984,2024,,300000
West Bengal,"Haldia Dental College, Haldia",,NEET-MDS,None,KUHS,Government Quota,MDS - Pedodontics,Management Quota,round 1,10061,2024,,900000
West Bengal,"Haldia Dental College, Haldia",,NEET-MDS,None,KUHS,Government Quota,MDS - Pedodontics,Management Quota,round 2,21966,2024,,900000
West Bengal,"Haldia Dental College, Haldia",,NEET-MDS,None,KUHS,Government Quota,MDS - Pedodontics,Management Quota,round 3,32017,2024,,900000
West Bengal,"Haldia Dental College, Haldia",,NEET-MDS,None,KUHS,Government Quota,MDS - Pedodontics,Management Quota,round 4,36503,2024,,900000
West Bengal,"Haldia Dental College, Haldia",,NEET-MDS,None,KUHS,Government Quota,MDS - Periodontics,UR,round 1,16582,2024,,300000
West Bengal,"Haldia Dental College, Haldia",,NEET-MDS,None,KUHS,Government Quota,MDS - Periodontics,UR,round 2,31154,2024,,300000
West Bengal,"Haldia Dental College, Haldia",,NEET-MDS,None,KUHS,Government Quota,MDS - Periodontics,UR,round 3,14426,2024,,300000
West Bengal,"Haldia Dental College, Haldia",,NEET-MDS,None,KUHS,Government Quota,MDS - Periodontics,UR,round 4,11407,2024,,300000
West Bengal,"Haldia Dental College, Haldia",,NEET-MDS,None,KUHS,Government Quota,MDS - Periodontics,Management Quota,round 1,35430,2024,,900000
West Bengal,"Haldia Dental College, Haldia",,NEET-MDS,None,KUHS,Government Quota,MDS - Periodontics,Management Quota,round 2,32286,2024,,900000
West Bengal,"Haldia Dental College, Haldia",,NEET-MDS,None,KUHS,Government Quota,MDS - Periodontics,Management Quota,round 3,11130,2024,,900000
West Bengal,"Haldia Dental College, Haldia",,NEET-MDS,None,KUHS,Government Quota,MDS - Periodontics,Management Quota,round 4,7002,2024,,900000
West Bengal,"Haldia Dental College, Haldia",,NEET-MDS,None,KUHS,Government Quota,MDS - Periodontics,Management Quota,round 5,32233,2024,,900000
West Bengal,"Haldia Dental College, Haldia",,NEET-MDS,None,KUHS,Government Quota,MDS - Prosthodontics,UR,round 1,8197,2024,,300000
West Bengal,"Haldia Dental College, Haldia",,NEET-MDS,None,KUHS,Government Quota,MDS - Prosthodontics,UR,round 2,3059,2024,,300000
West Bengal,"Haldia Dental College, Haldia",,NEET-MDS,None,KUHS,Government Quota,MDS - Prosthodontics,UR,round 3,26029,2024,,300000
West Bengal,"Haldia Dental College, Haldia",,NEET-MDS,None,KUHS,Government Quota,MDS - Prosthodontics,UR,round 4,21277,2024,,300000
West Bengal,"Haldia Dental College, Haldia",,NEET-MDS,None,KUHS,Government Quota,MDS - Prosthodontics,Management Quota,round 1,34390,2024,,900000
West Bengal,"Haldia Dental College, Haldia",,NEET-MDS,None,KUHS,Government Quota,MDS - Prosthodontics,Management Quota,round 2,33057,2024,,900000
West Bengal,"Haldia Dental College, Haldia",,NEET-MDS,None,KUHS,Government Quota,MDS - Prosthodontics,Management Quota,round 3,33495,2024,,900000
West Bengal,"Haldia Dental College, Haldia",,NEET-MDS,None,KUHS,Government Quota,MDS - Prosthodontics,Management Quota,round 4,5393,2024,,900000
West Bengal,"Haldia Dental College, Haldia",,NEET-MDS,None,KUHS,Government Quota,MDS - Orthodontics,Scheduled Caste,round 1,30698,2024,,300000
West Bengal,"Haldia Dental College, Haldia",,NEET-MDS,None,KUHS,Government Quota,MDS - Orthodontics,Scheduled Caste,round 2,5815,2024,,300000
West Bengal,"Haldia Dental College, Haldia",,NEET-MDS,None,KUHS,Government Quota,MDS - Orthodontics,Scheduled Caste,round 3,11188,2024,,300000
West Bengal,"Haldia Dental College, Haldia",,NEET-MDS,None,KUHS,Government Quota,MDS - Orthodontics,Scheduled Caste,round 4,14410,2024,,300000
West Bengal,"Haldia Dental College, Haldia",,NEET-MDS,None,KUHS,Government Quota,MDS - Orthodontics,Management Quota,round 1,5128,2024,,900000
West Bengal,"Haldia Dental College, Haldia",,NEET-MDS,None,KUHS,Government Quota,MDS - Orthodontics,Management Quota,round 2,19317,2024,,900000
West Bengal,"Haldia Dental College, Haldia",,NEET-MDS,None,KUHS,Government Quota,MDS - Orthodontics,Management Quota,round 3,11702,2024,,900000
West Bengal,"Haldia Dental College, Haldia",,NEET-MDS,None,KUHS,Government Quota,MDS - Orthodontics,Management Quota,round 4,29949,2024,,900000
Himachal Pradesh,"Himachal Institute of Dental Sciences, Sirmour",,NEET-MDS,None,CU,State Quota,MDS - Endodontics,General,round 1,24701,2024,,490863
Himachal Pradesh,"Himachal Institute of Dental Sciences, Sirmour",,NEET-MDS,None,CU,State Quota,MDS - Endodontics,General,round 2,28052,2024,,490863
Himachal Pradesh,"Himachal Institute of Dental Sciences, Sirmour",,NEET-MDS,None,CU,State Quota,MDS - Endodontics,General,round 3,3673,2024,,490863
Himachal Pradesh,"Himachal Institute of Dental Sciences, Sirmour",,NEET-MDS,None,CU,State Quota,MDS - Oral Pathology,General,round 1,10957,2024,,490863
Himachal Pradesh,"Himachal Institute of Dental Sciences, Sirmour",,NEET-MDS,None,CU,State Quota,MDS - Oral Pathology,General,round 2,1264,2024,,490863
Himachal Pradesh,"Himachal Institute of Dental Sciences, Sirmour",,NEET-MDS,None,CU,State Quota,MDS - Oral Pathology,General,round 3,39221,2024,,490863
Himachal Pradesh,"Himachal Institute of Dental Sciences, Sirmour",,NEET-MDS,None,CU,State Quota,MDS - Oral Pathology,General,round 4,30455,2024,,490863
Himachal Pradesh,"Himachal Institute of Dental Sciences, Sirmour",,NEET-MDS,None,CU,State Quota,MDS - Oral Pathology,General,round 5,20661,2024,,490863
Himachal Pradesh,"Himachal Institute of Dental Sciences, Sirmour",,NEET-MDS,None,CU,State Quota,MDS - Oral Surgery,General,round 1,28374,2024,,490863
Himachal Pradesh,"Himachal Institute of Dental Sciences, Sirmour",,NEET-MDS,None,CU,State Quota,MDS - Oral Surgery,General,round 2,8102,2024,,490863
Himachal Pradesh,"Himachal Institute of Dental Sciences, Sirmour",,NEET-MDS,None,CU,State Quota,MDS - Oral Surgery,General,round 3,5306,2024,,490863
Himachal Pradesh,"Himachal Institute of Dental Sciences, Sirmour",,NEET-MDS,None,CU,State Quota,MDS - Orthodontics,General,round 1,22273,2024,,490863
Himachal Pradesh,"Himachal Institute of Dental Sciences, Sirmour",,NEET-MDS,None,CU,State Quota,MDS - Orthodontics,General,round 2,1667,2024,,490863
Himachal Pradesh,"Himachal Institute of Dental Sciences, Sirmour",,NEET-MDS,None,CU,State Quota,MDS - Orthodontics,General,round 3,17648,2024,,490863
Himachal Pradesh,"Himachal Institute of Dental Sciences, Sirmour",,NEET-MDS,None,CU,State Quota,MDS - Orthodontics,General,round 4,39141,2024,,490863
Himachal Pradesh,"Himachal Institute of Dental Sciences, Sirmour",,NEET-MDS,None,CU,State Quota,MDS - Orthodontics,General,round 5,5897,2024,,490863
Himachal Pradesh,"Himachal Institute of Dental Sciences, Sirmour",,NEET-MDS,None,CU,State Quota,MDS - Pedodontics,General,round 1,6461,2024,,490863
Himachal Pradesh,"Himachal Institute of Dental Sciences, Sirmour",,NEET-MDS,None,CU,State Quota,MDS - Pedodontics,General,round 2,10714,2024,,490863
Himachal Pradesh,"Himachal Institute of Dental Sciences, Sirmour",,NEET-MDS,None,CU,State Quota,MDS - Pedodontics,General,round 3,10583,2024,,490863
Himachal Pradesh,"Himachal Institute of Dental Sciences, Sirmour",,NEET-MDS,None,CU,State Quota,MDS - Pedodontics,General,round 4,20984,2024,,490863
Himachal Pradesh,"Himachal Institute of Dental Sciences, Sirmour",,NEET-MDS,None,CU,State Quota,MDS - Pedodontics,General,round 5,27761,2024,,490863
Himachal Pradesh,"Himachal Institute of Dental Sciences, Sirmour",,NEET-MDS,None,CU,State Quota,MDS - Periodontics,General,round 1,18923,2024,,490863
Himachal Pradesh,"Himachal Institute of Dental Sciences, Sirmour",,NEET-MDS,None,CU,State Quota,MDS - Periodontics,General,round 2,17178,2024,,490863
Himachal Pradesh,"Himachal Institute of Dental Sciences, Sirmour",,NEET-MDS,None,CU,State Quota,MDS - Prosthodontics,General,round 1,38959,2024,,490863
Himachal Pradesh,"Himachal Institute of Dental Sciences, Sirmour",,NEET-MDS,None,CU,State Quota,MDS - Prosthodontics,General,round 2,2888,2024,,490863
Himachal Pradesh,"Himachal Institute of Dental Sciences, Sirmour",,NEET-MDS,None,CU,State Quota,MDS - Prosthodontics,General,round 3,3830,2024,,490863
Himachal Pradesh,"Himachal Institute of Dental Sciences, Sirmour",,NEET-MDS,None,CU,State Quota,MDS - Endodontics,General,round 1,26558,2024,,650000
Himachal Pradesh,"Himachal Institute of Dental Sciences, Sirmour",,NEET-MDS,None,CU,State Quota,MDS - Oral Pathology,General,round 1,34940,2024,,650000
Himachal Pradesh,"Himachal Institute of Dental Sciences, Sirmour",,NEET-MDS,None,CU,State Quota,MDS - Oral Pathology,General,round 2,15960,2024,,650000
Himachal Pradesh,"Himachal Institute of Dental Sciences, Sirmour",,NEET-MDS,None,CU,State Quota,MDS - Oral Pathology,General,round 3,36494,2024,,650000
Himachal Pradesh,"Himachal Institute of Dental Sciences, Sirmour",,NEET-MDS,None,CU,State Quota,MDS - Oral Pathology,General,round 4,18743,2024,,650000
Himachal Pradesh,"Himachal Institute of Dental Sciences, Sirmour",,NEET-MDS,None,CU,State Quota,MDS - Oral Pathology,General,round 5,9292,2024,,650000
Himachal Pradesh,"Himachal Institute of Dental Sciences, Sirmour",,NEET-MDS,None,CU,State Quota,MDS - Orthodontics,General,round 1,21820,2024,,650000
Himachal Pradesh,"Himachal Institute of Dental Sciences, Sirmour",,NEET-MDS,None,CU,State Quota,MDS - Orthodontics,General,round 2,39215,2024,,650000
Himachal Pradesh,"Himachal Institute of Dental Sciences, Sirmour",,NEET-MDS,None,CU,State Quota,MDS - Orthodontics,General,round 3,11888,2024,,650000
Himachal Pradesh,"Himachal Institute of Dental Sciences, Sirmour",,NEET-MDS,None,CU,State Quota,MDS - Pedodontics,General,round 1,15938,2024,,650000
Himachal Pradesh,"Himachal Institute of Dental Sciences, Sirmour",,NEET-MDS,None,CU,State Quota,MDS - Pedodontics,General,round 2,19507,2024,,650000
Himachal Pradesh,"Himachal Institute of Dental Sciences, Sirmour",,NEET-MDS,None,CU,State Quota,MDS - Pedodontics,General,round 3,16061,2024,,650000
Himachal Pradesh,"Himachal Institute of Dental Sciences, Sirmour",,NEET-MDS,None,CU,State Quota,MDS - Pedodontics,General,round 4,33105,2024,,650000
Himachal Pradesh,"Himachal Institute of Dental Sciences, Sirmour",,NEET-MDS,None,CU,State Quota,MDS - Pedodontics,General,round 5,19616,2024,,650000
Himachal Pradesh,"Himachal Institute of Dental Sciences, Sirmour",,NEET-MDS,None,CU,State Quota,MDS - Periodontics,General,round 1,16647,2024,,650000
Himachal Pradesh,"Himachal Institute of Dental Sciences, Sirmour",,NEET-MDS,None,CU,State Quota,MDS - Periodontics,General,round 2,21190,2024,,650000
Himachal Pradesh,"Himachal Institute of Dental Sciences, Sirmour",,NEET-MDS,None,CU,State Quota,MDS - Periodontics,General,round 3,16798,2024,,650000
Himachal Pradesh,"Himachal Institute of Dental Sciences, Sirmour",,NEET-MDS,None,CU,State Quota,MDS - Periodontics,General,round 4,12255,2024,,650000
Himachal Pradesh,"Himachal Institute of Dental Sciences, Sirmour",,NEET-MDS,None,CU,State Quota,MDS - Periodontics,General,round 5,25075,2024,,650000
